batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS
63,김주형,2006,KIA,0.269,34,52,8,14,5,0,2,25,6,0,0,2,1,17,2,0.481,0.309,1,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.79
63,김주형,2007,KIA,0.231,36,108,14,25,7,0,6,50,16,1,1,5,4,30,3,0.463,0.28800000000000003,3,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.7509999999999999
63,김주형,2008,KIA,0.226,62,146,10,33,8,0,2,47,12,0,1,5,3,30,3,0.322,0.263,4,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.585
63,김주형,2011,KIA,0.199,88,271,23,54,14,0,9,95,40,1,0,17,4,71,6,0.35100000000000003,0.256,9,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.607
63,김주형,2012,KIA,0.154,56,117,8,18,2,0,3,29,12,0,0,6,1,35,0,0.248,0.198,5,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.446
63,김주형,2013,KIA,0.241,81,249,27,60,8,0,9,95,34,1,0,23,3,54,7,0.382,0.308,6,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.69
63,김주형,2014,KIA,0.245,64,151,16,37,4,0,7,62,26,0,3,17,2,19,3,0.411,0.326,4,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.737
63,김주형,2015,KIA,0.229,45,83,2,19,3,0,2,28,3,0,0,3,2,22,3,0.337,0.273,2,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.6100000000000001
63,김주형,2016,KIA,0.281,135,345,43,97,16,1,19,172,49,1,2,34,6,55,9,0.499,0.355,11,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.8540000000000001
63,김주형,2017,KIA,0.17,57,106,11,18,5,0,0,23,10,0,0,8,1,13,5,0.217,0.233,4,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.45
63,김주형,2018,KIA,0.125,6,8,0,1,0,0,0,1,0,0,0,0,0,1,1,0.125,0.125,1,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.25
64,김지수,2009,히어로즈,0.0,15,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.0
64,김지수,2010,넥센,0.0,8,5,1,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.16699999999999998,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.16699999999999998
64,김지수,2013,넥센,0.271,37,48,9,13,2,0,0,15,3,1,0,7,0,9,1,0.313,0.35700000000000004,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.6699999999999999
64,김지수,2014,넥센,0.174,28,23,2,4,0,0,0,4,3,1,0,4,0,2,1,0.174,0.29600000000000004,1,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.47
64,김지수,2015,넥센,0.235,104,132,23,31,7,0,0,38,13,2,1,9,2,27,2,0.28800000000000003,0.292,2,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.58
64,김지수,2016,넥센,0.28600000000000003,81,91,16,26,5,0,3,40,9,2,2,10,0,16,3,0.44,0.353,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.7929999999999999
64,김지수,2017,넥센,0.171,64,35,7,6,0,0,1,9,5,0,1,2,0,8,0,0.257,0.205,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.462
64,김지수,2018,넥센,0.147,47,34,4,5,0,0,0,5,0,0,1,5,0,15,2,0.147,0.256,1,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.403
65,김진곤,2015,KT,0.212,67,85,11,18,1,0,0,19,6,4,2,0,1,20,0,0.224,0.221,1,173cm/75kg,1987년 09월 10일,외야수(우투좌타),서흥초-동산중-동산고-제주산업대,,0.445
65,김진곤,2016,KT,0.125,13,8,1,1,0,0,0,1,0,0,0,0,0,1,0,0.125,0.125,1,173cm/75kg,1987년 09월 10일,외야수(우투좌타),서흥초-동산중-동산고-제주산업대,,0.25
65,김진곤,2017,KT,0.282,28,39,9,11,1,0,2,18,8,1,0,1,0,11,0,0.462,0.3,0,173cm/75kg,1987년 09월 10일,외야수(우투좌타),서흥초-동산중-동산고-제주산업대,,0.762
65,김진곤,2018,KT,0.14300000000000002,19,21,4,3,1,0,0,4,0,0,2,2,0,3,0,0.19,0.217,0,173cm/75kg,1987년 09월 10일,외야수(우투좌타),서흥초-동산중-동산고-제주산업대,,0.40700000000000003
66,김철호,2018,NC,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,182cm/87kg,1998년 02월 06일,내야수(우투좌타),서화초-재능중-율곡고,8000만원,0.0
67,김태균,2001,한화,0.335,88,245,51,82,13,2,20,159,54,2,0,40,4,72,4,0.649,0.436,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.085
67,김태균,2002,한화,0.255,105,298,25,76,11,0,7,108,34,2,1,41,2,103,13,0.362,0.34700000000000003,11,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.7090000000000001
67,김태균,2003,한화,0.319,133,479,67,153,24,2,31,274,95,3,2,79,9,106,13,0.5720000000000001,0.424,6,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.996
67,김태균,2004,한화,0.32299999999999995,129,473,76,153,26,1,23,250,106,2,1,70,6,99,11,0.529,0.412,7,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.941
67,김태균,2005,한화,0.317,124,461,73,146,33,2,23,252,100,3,1,60,6,73,20,0.547,0.401,5,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.948
67,김태균,2006,한화,0.29100000000000004,124,423,66,123,27,0,13,189,73,2,0,82,2,89,18,0.447,0.405,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.8520000000000001
67,김태균,2007,한화,0.29,118,393,62,114,13,0,21,190,85,2,1,90,2,70,13,0.483,0.42,4,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.903
67,김태균,2008,한화,0.324,115,410,81,133,27,1,31,255,92,2,0,64,5,67,8,0.622,0.417,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.039
67,김태균,2009,한화,0.33,95,336,63,111,15,0,19,183,62,0,0,45,6,71,12,0.545,0.416,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.961
67,김태균,2012,한화,0.363,126,416,61,151,24,0,16,223,80,3,1,81,11,69,11,0.536,0.474,2,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.01
67,김태균,2013,한화,0.319,101,345,41,110,24,0,10,164,52,0,3,73,8,67,14,0.475,0.444,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.919
67,김태균,2014,한화,0.365,118,422,66,154,30,0,18,238,84,0,2,70,11,73,18,0.564,0.463,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.027
67,김태균,2015,한화,0.316,133,408,61,129,28,0,21,220,104,3,1,98,12,80,19,0.539,0.457,9,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.996
67,김태균,2016,한화,0.365,144,529,94,193,39,0,23,301,136,1,0,108,9,97,11,0.569,0.475,4,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.044
67,김태균,2017,한화,0.34,94,356,51,121,22,0,17,194,76,0,0,43,4,56,13,0.545,0.413,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.958
67,김태균,2018,한화,0.315,73,254,25,80,11,0,10,121,34,0,1,13,4,56,7,0.476,0.358,2,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.8340000000000001
68,김태연,2017,한화,0.048,12,21,1,1,0,0,1,4,2,0,0,1,0,11,0,0.19,0.091,2,178cm/99kg,1997년 06월 10일,내야수(우투우타),청주초-덕수중-야탑고,5000만원,0.281
68,김태연,2018,한화,0.192,24,26,7,5,1,0,0,6,2,0,1,3,0,8,0,0.231,0.276,2,178cm/99kg,1997년 06월 10일,내야수(우투우타),청주초-덕수중-야탑고,5000만원,0.507
69,김태완,2006,한화,0.5,4,4,0,2,0,0,0,2,3,0,0,0,0,1,0,0.5,0.5,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,1.0
69,김태완,2007,한화,0.245,61,94,11,23,5,0,4,40,12,0,0,9,2,22,3,0.426,0.324,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.75
69,김태완,2008,한화,0.266,124,383,44,102,16,0,23,187,73,0,1,50,11,78,9,0.488,0.362,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.85
69,김태완,2009,한화,0.289,112,360,62,104,17,2,23,194,68,1,1,72,11,89,6,0.539,0.419,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.958
69,김태완,2010,한화,0.265,116,370,62,98,13,0,15,156,62,7,6,86,13,99,9,0.422,0.418,2,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.84
69,김태완,2013,한화,0.229,93,279,24,64,13,0,3,86,23,1,2,33,7,78,8,0.308,0.324,4,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.632
69,김태완,2014,한화,0.258,89,186,26,48,8,0,7,77,39,0,0,24,3,51,10,0.414,0.35,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.764
69,김태완,2015,한화,0.239,22,46,5,11,2,0,0,13,3,0,0,2,2,16,1,0.28300000000000003,0.3,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.583
69,김태완,2016,한화,0.35,24,20,3,7,1,1,0,10,0,0,0,3,1,8,0,0.5,0.458,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.958
69,김태완,2017,넥센,0.311,46,90,14,28,5,0,4,45,7,0,0,9,1,24,2,0.5,0.38,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.88
69,김태완,2018,넥센,0.197,29,66,5,13,2,0,1,18,5,0,0,5,2,25,4,0.273,0.27,0,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.5429999999999999
70,김태진,2015,NC,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,170cm/75kg,1995년 10월 07일,내야수(우투좌타),수유초-신일중-신일고-NC-경찰,8000만원,0.0
70,김태진,2016,NC,0.5,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,170cm/75kg,1995년 10월 07일,내야수(우투좌타),수유초-신일중-신일고-NC-경찰,8000만원,1.0
70,김태진,2018,NC,0.355,20,31,5,11,0,0,1,14,3,1,2,3,0,5,0,0.452,0.412,3,170cm/75kg,1995년 10월 07일,내야수(우투좌타),수유초-신일중-신일고-NC-경찰,8000만원,0.8640000000000001
71,김하성,2014,넥센,0.188,60,48,17,9,2,1,2,19,7,4,3,8,0,13,2,0.396,0.298,1,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.6940000000000001
71,김하성,2015,넥센,0.29,140,511,89,148,35,5,19,250,73,22,4,56,5,115,10,0.489,0.362,21,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.851
71,김하성,2016,넥센,0.281,144,526,92,148,29,7,20,251,84,28,15,60,6,80,7,0.477,0.358,21,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.835
71,김하성,2017,넥센,0.302,141,526,90,159,36,3,23,270,114,16,8,58,8,65,8,0.513,0.376,18,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.889
71,김하성,2018,넥센,0.28800000000000003,129,511,95,147,27,4,20,242,84,8,2,54,5,81,16,0.474,0.358,13,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.8320000000000001
72,김헌곤,2011,삼성,0.083,11,12,0,1,0,0,0,1,0,0,0,0,0,6,0,0.083,0.083,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.166
72,김헌곤,2012,삼성,0.111,10,18,1,2,1,0,0,3,3,0,0,0,0,3,0,0.16699999999999998,0.111,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.278
72,김헌곤,2013,삼성,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.0
72,김헌곤,2014,삼성,0.26,76,123,17,32,5,3,3,52,20,2,2,13,6,20,1,0.423,0.359,1,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.782
72,김헌곤,2017,삼성,0.264,123,356,51,94,13,2,9,138,47,11,2,29,8,45,11,0.388,0.331,2,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.7190000000000001
72,김헌곤,2018,삼성,0.3,141,513,77,154,26,2,11,217,71,22,9,54,10,70,13,0.423,0.375,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.7979999999999999
73,김현수,2006,두산,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.0
73,김현수,2007,두산,0.273,99,319,33,87,19,3,5,127,32,5,2,26,5,46,12,0.398,0.335,3,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.7330000000000001
73,김현수,2008,두산,0.35700000000000004,126,470,83,168,34,5,9,239,89,13,8,80,5,40,12,0.509,0.454,1,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.963
73,김현수,2009,두산,0.35700000000000004,133,482,97,172,31,6,23,284,104,6,6,80,4,59,7,0.589,0.448,3,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.037
73,김현수,2010,두산,0.317,132,473,88,150,29,0,24,251,89,4,8,78,6,64,9,0.531,0.414,3,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.945
73,김현수,2011,두산,0.301,130,475,71,143,25,2,13,211,91,5,3,71,6,63,15,0.444,0.392,7,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.8360000000000001
73,김현수,2012,두산,0.29100000000000004,122,437,47,127,17,1,7,167,65,6,3,46,3,50,9,0.382,0.358,4,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.74
73,김현수,2013,두산,0.302,122,434,63,131,23,1,16,204,90,2,4,62,2,71,6,0.47,0.382,2,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.852
73,김현수,2014,두산,0.322,125,463,75,149,26,0,17,226,90,2,0,53,7,45,10,0.488,0.396,1,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.884
73,김현수,2015,두산,0.326,141,512,103,167,26,0,28,277,121,11,5,101,8,63,13,0.541,0.438,1,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.9790000000000001
73,김현수,2018,LG,0.362,117,453,95,164,39,2,20,267,101,1,3,47,1,61,9,0.589,0.415,5,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.004
74,김형준,2018,NC,0.16,60,81,6,13,1,0,0,14,2,0,0,7,1,32,3,0.173,0.236,5,187cm/98kg,1999년 11월 02일,포수(우투우타),가동초-세광중-세광고,15000만원,0.409
75,김혜성,2017,넥센,0.188,16,16,1,3,2,0,0,5,2,0,0,1,0,6,0,0.313,0.235,1,179cm/78kg,1999년 01월 27일,내야수(우투좌타),문촌초(고양시리틀)-동산중-동산고,13000만원,0.5479999999999999
75,김혜성,2018,넥센,0.27,136,430,79,116,15,6,5,158,45,31,6,33,5,119,6,0.3670000000000001,0.328,16,179cm/78kg,1999년 01월 27일,내야수(우투좌타),문촌초(고양시리틀)-동산중-동산고,13000만원,0.6950000000000001
76,김회성,2009,한화,0.14300000000000002,20,28,3,4,2,0,0,6,1,0,0,1,3,12,2,0.214,0.25,1,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.46399999999999997
76,김회성,2010,한화,0.0,11,17,0,0,0,0,0,0,0,0,0,2,0,7,1,0.0,0.105,1,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.105
76,김회성,2011,한화,0.14300000000000002,37,49,5,7,3,0,2,16,6,0,0,5,3,19,2,0.327,0.259,0,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.5860000000000001
76,김회성,2014,한화,0.236,59,140,21,33,8,1,6,61,18,0,0,14,4,45,4,0.436,0.321,4,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.757
76,김회성,2015,한화,0.209,83,225,36,47,10,2,16,109,35,2,4,28,10,58,4,0.484,0.321,7,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.8049999999999999
76,김회성,2016,한화,0.2,28,45,12,9,0,0,1,12,8,0,0,9,2,17,1,0.267,0.345,1,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.612
76,김회성,2017,한화,0.235,54,85,10,20,4,0,3,33,13,0,0,13,2,24,3,0.388,0.343,1,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.7310000000000001
76,김회성,2018,한화,0.259,58,85,15,22,5,0,4,39,17,1,0,11,3,26,3,0.459,0.364,0,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.823
77,나경민,2016,롯데,0.232,35,56,13,13,2,0,0,15,3,3,3,8,0,18,0,0.268,0.32299999999999995,1,177cm/80kg,1991년 12월 12일,외야수(좌투좌타),둔촌초-잠신중-덕수고,,0.591
77,나경민,2017,롯데,0.256,97,117,37,30,5,2,1,42,11,20,3,7,2,37,1,0.359,0.307,0,177cm/80kg,1991년 12월 12일,외야수(좌투좌타),둔촌초-잠신중-덕수고,,0.6659999999999999
77,나경민,2018,롯데,0.263,87,57,23,15,2,0,0,17,1,12,4,10,3,21,0,0.298,0.4,0,177cm/80kg,1991년 12월 12일,외야수(좌투좌타),둔촌초-잠신중-덕수고,,0.698
79,나성범,2013,NC,0.243,104,404,55,98,18,5,14,168,64,12,2,33,15,95,7,0.416,0.319,3,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.735
79,나성범,2014,NC,0.329,123,477,88,157,28,5,30,285,101,14,5,42,15,128,4,0.597,0.4,3,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.997
79,나성범,2015,NC,0.326,144,564,112,184,34,5,28,312,135,23,4,32,15,127,9,0.5529999999999999,0.373,6,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.926
79,나성범,2016,NC,0.309,144,572,116,177,37,2,22,284,113,7,4,67,9,136,4,0.4970000000000001,0.388,8,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.885
79,나성범,2017,NC,0.34700000000000003,125,498,103,173,42,2,24,291,99,17,7,48,12,116,8,0.584,0.415,8,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.9990000000000001
79,나성범,2018,NC,0.318,144,556,110,177,36,3,23,288,91,15,2,44,15,131,11,0.518,0.381,3,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.899
80,나성용,2011,한화,0.237,27,38,4,9,3,0,2,18,7,0,0,4,0,15,1,0.4736842105263158,0.30952380952380953,1,,1988년 01월 05일,,광주대성초-진흥중-진흥고-연세대-한화-LG-경찰-LG-삼성,,0.7832080200501252
80,나성용,2015,LG,0.274,40,73,7,20,2,0,3,31,9,0,0,4,2,29,2,0.4246575342465753,0.3291139240506329,0,,1988년 01월 05일,,광주대성초-진흥중-진흥고-연세대-한화-LG-경찰-LG-삼성,,0.7537714582972082
80,나성용,2016,삼성,0.16699999999999998,6,12,1,2,0,0,0,2,0,0,0,1,0,5,0,0.16666666666666666,0.2307692307692308,0,,1988년 01월 05일,,광주대성초-진흥중-진흥고-연세대-한화-LG-경찰-LG-삼성,,0.3974358974358975
80,나성용,2017,삼성,0.182,6,11,0,2,0,0,0,2,1,0,1,0,0,7,1,0.18181818181818185,0.18181818181818185,0,,1988년 01월 05일,,광주대성초-진흥중-진흥고-연세대-한화-LG-경찰-LG-삼성,,0.3636363636363637
81,나원탁,2017,삼성,0.217,12,23,2,5,1,0,0,6,0,0,0,0,0,12,0,0.261,0.217,0,183cm/93kg,1994년 08월 20일,포수(우투우타),석교초-세광중-세광고-홍익대-삼성,10000만원,0.478
81,나원탁,2018,롯데,0.125,20,24,0,3,0,0,0,3,1,0,0,0,0,10,0,0.125,0.125,2,183cm/93kg,1994년 08월 20일,포수(우투우타),석교초-세광중-세광고-홍익대-삼성,10000만원,0.25
82,나종덕,2017,롯데,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,185cm/99kg,1998년 03월 16일,포수(우투우타),무학초-창원신월중-용마고,15000만원,0.0
82,나종덕,2018,롯데,0.124,106,177,15,22,3,0,2,31,11,0,0,12,5,85,2,0.175,0.201,4,185cm/99kg,1998년 03월 16일,포수(우투우타),무학초-창원신월중-용마고,15000만원,0.376
83,나주환,2003,두산,0.152,96,99,21,15,1,2,0,20,3,1,0,12,3,29,5,0.202,0.263,10,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.465
83,나주환,2004,두산,0.305,64,59,14,18,6,0,1,27,9,1,1,3,0,13,0,0.458,0.333,1,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.7909999999999999
83,나주환,2005,두산,0.27,99,174,21,47,9,0,1,59,19,8,3,10,4,36,5,0.339,0.321,4,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.66
83,나주환,2006,두산,0.232,114,233,20,54,8,2,3,75,30,2,7,18,6,37,4,0.322,0.299,13,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.621
83,나주환,2007,SK,0.243,117,284,30,69,13,2,2,92,27,3,4,22,4,42,6,0.324,0.301,15,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.625
83,나주환,2008,SK,0.247,118,361,43,89,16,3,3,120,46,14,5,26,6,64,12,0.332,0.303,17,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.635
83,나주환,2009,SK,0.28800000000000003,118,382,60,110,13,0,15,168,65,21,9,41,7,74,8,0.44,0.364,15,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.804
83,나주환,2010,SK,0.269,100,305,49,82,13,2,7,120,42,14,6,25,5,74,3,0.393,0.332,13,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.7250000000000001
83,나주환,2013,SK,0.087,15,23,0,2,0,0,0,2,0,0,0,0,0,8,0,0.087,0.087,3,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.174
83,나주환,2014,SK,0.273,127,422,64,115,25,0,7,161,51,10,3,36,3,101,8,0.382,0.332,10,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.7140000000000001
83,나주환,2015,SK,0.268,96,246,31,66,15,0,5,96,22,3,5,12,2,47,9,0.39,0.307,7,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.6970000000000001
